id,keyword,location,text,target,prob_DIS_TRUE,prob_DIS_FALSE,prediction
16821,flood,"Columbus, MS",NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/IBeIHPSqUa,1,0.8855326,0.11421069,Disaster
16822,flood,Mississippi,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/103TwlZagN,1,0.8855326,0.11421069,Disaster
16823,flood,Mississippi,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/2XoLUbYwbL,1,0.8855326,0.11421069,Disaster
16824,flood,USA,NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/NzfUgq0Zee,1,0.8855326,0.11421069,Disaster
16825,flood,"Columbus, MS",NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Count… https://t.co/ShgH4yjn8I,1,0.8855326,0.11421069,Disaster
16827,flood,Калининград,An F-16 jet in a flooded hangar at Hatzor Airbase in Israel near Ashdod. Eight F-16 fighter jets were damaged during the f…,1,0.9245122,0.076731116,Disaster
16828,flood,,Katana Kami: A Way of the Samurai new details and screenshots on swordsmith cycle and Flood of Customers modes https://t…,0,0.19159108,0.7858752,NOT a Disaster
16830,flood,,DEV - Flood Warning until 1/14 1:30AM CST for Attala https://t.co/KWaRCnZfik,1,0.89931434,0.09906949,Disaster
16833,flood,,everyone please flood LYSN with lots of support messages 🥺🥺 I didn’t expect to wake up with more hate messages from kfans…,0,0.21062823,0.7947609,NOT a Disaster
16834,flood,United States,SHAME ON CBN for Helping To Flood Texas With Refugees! The World Relief Corporation (WR) is a phony un-elected non-profit tha…,1,0.7537325,0.21298914,Disaster
16835,flood,Islamic Republic of Iran,Iran is in a real chaos these days and bad news comes every day todays: Flood in Sistan &amp; Baluchestan And as usual… https://t.co/LJBjriY99k,1,0.8838215,0.11744821,Disaster
16837,flood,"Lytham , Lytham St Annes",UK: Muslim lawyer for ISIS bride asks his followers to flood radio show’s phone lines to avoid hard questions. This it…,0,0.268247,0.73063844,NOT a Disaster
16838,flood,,Please watch this and flood the comment section with #KaoRhys! Ipakita ang excitement sa #ToChiko at #HesIntoHer! Link:…,0,0.20268884,0.7739633,NOT a Disaster
16839,flood,Malaysia,"😭😭😭😭😭 Just looking at this, our tears can flood the whole KL maybe😭😭😭😭😭 #새로운_엑스원_결성지지 #bring_back_NEWX1 https://t.co/G70Kn7ks…",0,0.1634938,0.8080535,NOT a Disaster
16840,flood,"Memphis, Tennessee",has Issued a Small Stream Flood Advisory. https://t.co/t9pG7m34lY #arwx #mowx #mswx #tnwx https://t.co/tIMBMiOAei,1,0.87940025,0.11782383,Disaster
16842,flood,,"""Tagged you"" ""Mentioned you"" ""Fast replies"" ""Flood messages"" I want that shit",0,0.1797789,0.8048296,NOT a Disaster
16844,flood,"Nanaimo, B.C.",Flood away! Your posts always bring a much needed smile to my face. ❤️,0,0.1469389,0.81803197,NOT a Disaster
16846,flood,"San Antonio, TX",BREAKING NEWS: It turns out to be penis inspection MONTH so femboys/traps make sure to FLOOD my dms so I can make… https://t.co/htmntUWEBq,0,0.17557384,0.79455197,NOT a Disaster
16847,flood,"Mississippi, USA","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/UvSKLsDh0S",1,0.8836438,0.10962528,Disaster
16848,flood,"Oxford, MS","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/hfkRWBRr9c",1,0.8836438,0.10962528,Disaster
16849,flood,"Memphis, TN","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/JrxCSv8FRz",1,0.8836438,0.10962528,Disaster
16850,flood,"Memphis, Tennessee, USA","MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/iCFIL3842g",1,0.8836438,0.10962528,Disaster
16851,flood,Jackson Mississippi,"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/bgdH5ro5nn",1,0.8836438,0.10962528,Disaster
16852,flood,"Pontianak, Kalimantan Barat.",1 week into 2020: 1. Flood in Jkt 2. Fire in Australia 3. WW3 madness and now... Reynhard Sinaga Damn...2020 needs to ch…,1,0.92852545,0.071701266,Disaster
16854,flood,"Paris, France","What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironic Mi…",0,0.17174353,0.80307764,NOT a Disaster
16855,flood,,Sleeping Through The Flood - Sticky Fingers https://t.co/oYSjEw6kmv,0,0.2301415,0.7318715,NOT a Disaster
16857,flood,"Quezon City, Philippines","Kinda reminds me of the time one guy drove his car into waist-deep flood, then blamed authorities for not informing… https://t.co/DygIbT3NgS",1,0.8540198,0.14880545,Disaster
16858,flood,"Melbourne, Victoria","What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironi… https://t.co/FkgwfvNsE0",0,0.1758528,0.79683167,NOT a Disaster
16859,flood,Scotland,New flood warnings for Scotland as Orkney predicted to have highest water levels for 15 years https://t.co/lHup4H4UbN,1,0.86725223,0.13170506,Disaster
16860,flood,,I told y’all not to type out those words. Prepare for the scamming daddies to flood your dm. - never give out personal i…,0,0.1629965,0.8207372,NOT a Disaster
16861,flood,,"DEV - Flood Advisory until 1/13 9:44AM EST for Henderson, Buncombe https://t.co/4SLQHGEgba",1,0.874931,0.12296902,Disaster
16863,flooding,London UK,Flooding Britain with EU Migrants has made the homelessness situation even worse than the a… https://t.co/iTwtglrlw2,1,0.8054493,0.17577286,Disaster
16864,flooding,Weener,Hobi really flooding my thoughts rn..,0,0.15660396,0.8109056,NOT a Disaster
16865,flooding,Lothian,Storm Brendan causes severe gales and flooding across parts of Scotland. See more 👉 https://t.co/NRuo1XF03q https://t…,1,0.9058824,0.09149518,Disaster
16867,flooding,Kenya,Dubai airport flooding: Flights delayed or cancelled https://t.co/0SlPoXqcOa via . If there was ever any do…,1,0.91532904,0.07891099,Disaster
16869,flooding,,#ALGW nice buys flooding in here. onto the next level 3p next hit 4p before all important #RNS …,1,0.907069,0.0915287,Disaster
16871,flooding,richmond virginia,Venice just recovered from near-record tides that flooded about 2/3 of the city. Officials linked the flooding to climate chang…,1,0.900709,0.09231348,Disaster
16872,flooding,"Bronx, NY— Richmond, VA","This rain going dumb, it’s flooding now",1,0.8065902,0.17282698,Disaster
16875,flooding,,FB is flooding me with LOOOOOTS of Otome game ads. Hahaha! Y tho?? 😅,0,0.19144166,0.7833702,NOT a Disaster
16876,flooding,England,Venice canals almost run dry two months after severe flooding https://t.co/gquZjgNycd,1,0.8946769,0.10011056,Disaster
16877,flooding,Europe,"Severe storm, flooding and heavy snowfall strike Hawaii - 22 inches of rain in 24 hours, snowdrifts at least 4 feet deep h…",1,0.9130564,0.0853505,Disaster
16879,flooding,Queens,2020 so far -Dubai Flooding 12/01 -Taal Volcano Eruption 12/01 -World War III threats -The Royal Drama of Prince Harry and…,1,0.87383825,0.118135914,Disaster
16880,flooding,Yorkshire,Firefighters from South Yorkshire want dealing with flooding to be an official part of their responsibilites. At th… https://t.co/l1Izv3wefj,1,0.8585332,0.13152887,Disaster
16885,flooding,🔮,Tears gonna be flooding hitc 😭,1,0.765765,0.21110208,Disaster
16887,flooding,Manila,"I long forecast a MONSTER ERUPTION by Taal, w/ Flooding aftermath. Experts now affirm this. I feel vindicated.🌞",1,0.89379895,0.096766084,Disaster
16892,flooding,Abuja,Why Frozen fans are flooding this idyllic Austrian village – https://t.co/zlxDahfEwr https://t.co/UaKJR1voof,1,0.72556144,0.23873568,Disaster
16895,flooding,,Sorry again for flooding your timeline with non-TWICE related posts. I just really have to do it for people in need. I prom…,0,0.17975526,0.8156592,NOT a Disaster
16896,flooding,,#stormbrendan is upon us. Here are some of Aspray's top tips if the storm causing flooding to your property: https://t.c…,1,0.8295819,0.14781687,Disaster
16897,flooding,,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding #beached #…,1,0.92441726,0.07488061,Disaster
16899,flooding,USA,"In Labadie Missouri, coal ash combined with a rise in extreme flooding is creating a public health scare. : h…",1,0.90916526,0.09021925,Disaster
16903,flooding,,"Received video from Bukavu, DRC where heavy rain &amp; flooding this weekend has led to 13 people being killed. https://t.co…",1,0.91717,0.079844795,Disaster
16907,flooding,Earth,"📢 Calling all Lincs, Notts &amp; Derbys flood-hit farmers 🌊 If you had uninsurable damage during the devastating Oct/ Nov…",1,0.83786666,0.1458148,Disaster
16908,flooding,Ballycastle,"Storm surge from Storm Brendan flooding the harbour on Rathlin Island, off the County Antrim coast. Footage from Dougl…",1,0.920876,0.08024171,Disaster
16910,flooding,Spain,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding… https://t.co/TkS4Tk21xi,1,0.9216195,0.07723039,Disaster
16911,flooding,"Melbourne, Victoria",How good is it when the supercoach podcasts come flooding in? My favourite time of year 🥰,0,0.19429302,0.8093524,NOT a Disaster
16912,flooding,southampton,I Just have to say what an amazing job they've made of making the flooding situation worse in Bubb lane!,1,0.8788821,0.113389954,Disaster
16913,floods,"Dover, England",Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1,0.9164151,0.08499154,Disaster
16914,floods,"Malacca, Malaysia",our 2020 so far: 🇦🇺 Australia bushfires 🇺🇲🇮🇷 World War 3 threats from US &amp; Iran 🇮🇩 flash floods in Indonesia 🇵🇷🇮🇷 Puerto Ri…,1,0.9263191,0.07287003,Disaster
16916,floods,#WMCA but wanting OUT,"What forests do: 🌳 buffer impact of storms &amp; floods 🌿 help address the climate crisis 🌲 provide shelter, jobs &amp; se… https://t.co/I9ErTowd0g",1,0.87081015,0.121265754,Disaster
16918,floods,"Madrid, España",I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,1,0.7928953,0.18275775,Disaster
16919,floods,"Rawalpindi, Pakistan","Unprecedented floods are ravaging #Iran's Sistan &amp; Baluchistan province, with significant human &amp; material costs. Even as sear…",1,0.9196726,0.07983333,Disaster
16921,floods,"Kent, UK","Venice canals almost dry, two months after severe floods - https://t.co/5XXdyMnecU #GoogleAlerts",1,0.9062707,0.09028442,Disaster
16922,floods,"Kent, UK","Venice canals almost dry, two months after severe floods https://t.co/Qt0Il9semQ",1,0.90245306,0.09447997,Disaster
16923,floods,"Madrid, España",I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,1,0.7928953,0.18275775,Disaster
16924,floods,"Suffolk, Essex & Cambs",Book NOW to hear &amp; discuss #Floods #RisingWaters #Essex #AllAtSea 15 MAR …,1,0.8991057,0.08999336,Disaster
16926,floods,Satan’s asshole,Indonesia: Jakarta residents file first ever class action suit against government after biblical floods: -&gt; dumped 337 m…,1,0.9170667,0.083158106,Disaster
16927,floods,"Dublin, Ireland",Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1,0.9164151,0.08499154,Disaster
16928,floods,"Pontevedra, Spain","Venice canals almost dry, two months after severe floods https://t.co/27zxHQQPc7",1,0.90245306,0.09447997,Disaster
16930,floods,"Cape Town, South Africa","“Hotter oceans lead to more severe storms and disrupt the water cycle, meaning more floods, droughts and wildfires,… https://t.co/4zsD7RgUAl",1,0.85437244,0.1398404,Disaster
16933,floods,,"From Ethiopia, Somalia, to Kenya, first it was drought, then floods, al Shabaab in between, and now LOCUSTS – which have South…",1,0.9040439,0.095763594,Disaster
16935,floods,,"Venice canals almost dry, two months after severe floods - https://t.co/5XXdyMnecU #GoogleAlerts",1,0.9062707,0.09028442,Disaster
16936,floods,"Madrid, España",I want to help you with my project to save the Caribbean Sea from floods and hurricanes https://t.co/qD8Om9NqQK,1,0.7928953,0.18275775,Disaster
16938,floods,"Deer Park, Victoria, Australia","Remember that fires are easier to start than floods, so I will be in the lazy team",1,0.81583506,0.17106532,Disaster
16939,floods,,"By destroying the environment, the mullahs have worsened the floods, doing nothing to help the victims. They squandered…",1,0.9006619,0.10065843,Disaster
16940,floods,,Happy with the fires ? Guess what scientists predict next. Unprecedented cyclones and floods. #ClimateEmegency,1,0.8961903,0.09851706,Disaster
16941,floods,"Russia, Saint-Petersburg",Exceptionally low tides leave Venice's canals nearly dry just 2 months after floods https://t.co/BtDSeyJPQt https://t.co/M…,1,0.88321674,0.11225838,Disaster
16944,floods,,"Forests 🌳 buffer impact of storms &amp; floods 🌿 help address the climate crisis 🌲 provide shelter, jobs &amp; security for forest-dependen…",1,0.8746889,0.1188639,Disaster
16945,floods,#ImpeachTrump,"Snow, rain and flash floods leave dozens dead in Afghanistan and Pakistan: At least 43 people are dead in Pakistan and Afghanis…",1,0.92784697,0.07268268,Disaster
16947,floods,London 4ever,"Venice canals almost dry, two months after severe floods https://t.co/zbyrK3WhTN",1,0.90245306,0.09447997,Disaster
16948,floods,,"Low tide leaves Venice's canals dry, just months after severe floods https://t.co/irGhhYexMr via",1,0.86419296,0.124280915,Disaster
16949,floods,UK and Ireland,#stormbrendan is upon us. Here are some of Aspray's top tips if the storm causing flooding to your property:… https://t.co/kA4M6eV8oS,1,0.8295819,0.14781687,Disaster
16951,floods,Brussels,#Sentinel2 2020-01-13 Sistan and Baluchestan #Iran Heavy rains generate floods in Chabahar County bands 8/4/3 Data …,1,0.92322195,0.075737424,Disaster
16952,floods,"Mumbai, India",Deadliest disasters: Earthquakes Floods Forest Fire Volcanic Eruption M0d! &amp; $h,1,0.92512274,0.07266449,Disaster
16953,floods,Plymouth (UK) & Budapest (HU),Let’s hope it floods the studios with creativity!,0,0.19902109,0.7721089,NOT a Disaster
16955,floods,Kota Tanjung Pinang,"Venice canals almost dry, two months after severe floods https://t.co/P0S6w6voTU",1,0.90245306,0.09447997,Disaster
16956,floods,,Birthday appeal to get Pokot children back to school after the floods. I would be really grateful of any help :) es… https://t.co/IqFSVPh3aa,1,0.8201903,0.16472004,Disaster
17726,hurricane,"Nashville, TN",The Flood Advisory continues for The Duck River Near Hurricane Mills * Until this afternoon. * At 2 AM Tuesday th… https://t.co/qCWIIGoHjx,1,0.89454925,0.10494924,Disaster
17727,hurricane,"Nashville, TN","OHX continues Flood Advisory for Duck River near Hurricane Mills [TN] till Jan 14, 12:00 PM CST https://t.co/XoJY8xWmEz",1,0.9105325,0.08672237,Disaster
17925,inundated,"Iran, Tehran",The extent of 2020 #flood in #Chabahar County southwest of #Iran mapped by cloud-free Sentinel-2 data. Several villages still…,1,0.9217402,0.077389404,Disaster
17929,inundated,,"FLOOD WARNING! Vehicles, U-haul inundated by flood waters off Mud Creek in Hendersonville, NC!… https://t.co/XcCqplcUfw",1,0.92053884,0.08038213,Disaster
17990,inundation,"Washington, DC","Deputy Director, Mary Erickson, discussing and an exciting multi-federal agency project on flood inun… https://t.co/FXHCyRv7nH",1,0.8149892,0.1665873,Disaster
18003,inundation,"Boston, MA",John McHenry long time #WRFHydro community member presenting on flood inundation case study for hurricane Florence #AMS2020…,1,0.9000142,0.094810314,Disaster
18004,inundation,"Boulder, CO",John McHenry long time #WRFHydro community member presenting on flood inundation case study for hurricane Florence… https://t.co/7T4TenrZMl,1,0.8989502,0.09589977,Disaster
18005,inundation,,Happening in 253C #AMS2020 Flood inundation mapping for Texas. Improved information representation for emergency Management…,1,0.90697634,0.09155854,Disaster
18006,inundation,"Boulder, CO",Happening in 253C #AMS2020 Flood inundation mapping for Texas. Improved information representation for emergency M… https://t.co/9KNaRtACKF,1,0.9123691,0.0866564,Disaster
18009,inundation,Ireland,#StormBrendan weather may combine with high spring tides to cause coastal flooding inundation and wave overtopping… https://t.co/LAUj7ZRhdQ,1,0.8713872,0.11789977,Disaster
18014,inundation,"Lawrence, Kansas, USA",Flash Flood Warnings remain in effect for Hawaii County &amp; Maui County in #Hawaii. Some higher elevations on the Big Islan…,1,0.91182566,0.09346365,Disaster
18035,inundation,"Chicago, IL",Flash Flood Warnings remain in effect for Hawaii County &amp; Maui County in #Hawaii. Some higher elevations on the Big… https://t.co/oiURB8vkzq,1,0.91356134,0.09274116,Disaster
18038,inundation,Ireland,"#StormBrendan There is a risk of coastal flooding/storm damage including wave overtopping, inundation &amp; erosion of sof…",1,0.91865015,0.079926535,Disaster
18039,inundation,Ireland,"#StormBrendan There is a risk of coastal flooding/storm damage including wave overtopping, inundation &amp; erosion of… https://t.co/amKLlkyuMh",1,0.91707844,0.08085445,Disaster
18622,natural-disaster,Canberra,Kind wishes to the badly flood-struck people of #Sistan and #Baluchistan provinces of #Iran. We are experie… https://t.co/oO4WDuClX8,1,0.88801926,0.11019901,Disaster
19372,rainstorm,Northeast Florida,My truck needs a snorkel #dubai #flood #rainstorm https://t.co/FqVOu0h8nR,1,0.77650225,0.19438912,Disaster
